Entradas de Texto : Etiqueta do provete;"TRAÇÃO-NaOH-TABOA-T1-90DIAS_CP1"
Dimensão : Comprimento;190,00000;mm
Dimensão : Diâmetro;3,00000;mm
Teste : Taxa 1;30,00000;mm/min
Máximo Carga : Máximo Carga;32,33491;N
Máximo Carga : Esforço à tracçãoemMáximo Carga;4,57445;MPa
Máximo Carga : ExtensãoemMáximo Carga;11,69994;mm
Máximo Carga : Deformação à tracçãoemMáximo Carga;0,06158;mm/mm
Entradas de Texto : Comentário;""

Tempo;Extensão;Carga;Deformação à tracção;Esforço à tracção
(sec);(mm);(N);(mm/mm);(MPa)
0,00000;0,00000;0,03419;0,00000;0,00484
0,05000;0,01554;0,07459;0,00008;0,01055
0,10000;0,04537;0,06457;0,00024;0,00913
0,15000;0,07329;0,05799;0,00039;0,00820
0,20000;0,09937;0,10277;0,00052;0,01454
0,25000;0,12477;0,13409;0,00066;0,01897
0,30000;0,14989;0,16102;0,00079;0,02278
0,35000;0,17491;0,18419;0,00092;0,02606
0,40000;0,19998;0,20862;0,00105;0,02951
0,45000;0,22495;0,23085;0,00118;0,03266
0,50000;0,25002;0,26374;0,00132;0,03731
0,55000;0,27504;0,26655;0,00145;0,03771
0,60000;0,30000;0,32073;0,00158;0,04537
0,65000;0,32502;0,31917;0,00171;0,04515
0,70000;0,34998;0,37898;0,00184;0,05361
0,75000;0,37500;0,39057;0,00197;0,05525
0,80000;0,39996;0,41280;0,00211;0,05840
0,85000;0,42504;0,43942;0,00224;0,06217
0,90000;0,44995;0,47888;0,00237;0,06775
0,95000;0,47502;0,48545;0,00250;0,06868
1,00000;0,49998;0,53619;0,00263;0,07585
1,05000;0,52500;0,53055;0,00276;0,07506
1,10000;0,55002;0,57721;0,00289;0,08166
1,15000;0,57498;0,61134;0,00303;0,08649
1,20000;0,60000;0,60853;0,00316;0,08609
1,25000;0,62502;0,63170;0,00329;0,08937
1,30000;0,65004;0,68838;0,00342;0,09739
1,35000;0,67500;0,70529;0,00355;0,09978
1,40000;0,70002;0,74318;0,00368;0,10514
1,45000;0,72498;0,75383;0,00382;0,10665
1,50000;0,75000;0,75164;0,00395;0,10634
1,55000;0,77496;0,79955;0,00408;0,11311
1,60000;0,79998;0,85091;0,00421;0,12038
1,65000;0,82500;0,88661;0,00434;0,12543
1,70000;0,84996;0,89883;0,00447;0,12716
1,75000;0,87498;0,92826;0,00461;0,13132
1,80000;0,89995;0,94643;0,00474;0,13389
1,85000;0,92496;0,97900;0,00487;0,13850
1,90000;0,94993;1,01845;0,00500;0,14408
1,95000;0,97495;1,04445;0,00513;0,14776
2,00000;0,99996;1,07107;0,00526;0,15152
2,05000;1,02493;1,08798;0,00539;0,15392
2,10000;1,05000;1,15374;0,00553;0,16322
2,15000;1,07502;1,17284;0,00566;0,16592
2,20000;1,10004;1,19163;0,00579;0,16858
2,25000;1,12500;1,21543;0,00592;0,17195
2,30000;1,15002;1,25145;0,00605;0,17704
2,35000;1,17498;1,29623;0,00618;0,18338
2,40000;1,19995;1,30218;0,00632;0,18422
2,45000;1,22496;1,36669;0,00645;0,19335
2,50000;1,24993;1,39393;0,00658;0,19720
2,55000;1,27500;1,42870;0,00671;0,20212
2,60000;1,29996;1,44592;0,00684;0,20456
2,65000;1,32498;1,47379;0,00697;0,20850
2,70000;1,35000;1,49258;0,00711;0,21116
2,75000;1,37502;1,55302;0,00724;0,21971
2,80000;1,39998;1,57964;0,00737;0,22347
2,85000;1,42495;1,59060;0,00750;0,22502
2,90000;1,45002;1,62098;0,00763;0,22932
2,95000;1,47493;1,69332;0,00776;0,23956
3,00000;1,50000;1,70490;0,00789;0,24119
3,05000;1,52502;1,72056;0,00803;0,24341
3,10000;1,55003;1,77599;0,00816;0,25125
3,15000;1,57500;1,80480;0,00829;0,25533
3,20000;1,59996;1,84144;0,00842;0,26051
3,25000;1,62493;1,85741;0,00855;0,26277
3,30000;1,64995;1,90501;0,00868;0,26950
3,35000;1,67502;1,95700;0,00882;0,27686
3,40000;1,69998;1,98143;0,00895;0,28031
3,45000;1,72505;1,99270;0,00908;0,28191
3,50000;1,75002;2,02433;0,00921;0,28638
3,55000;1,77503;2,05752;0,00934;0,29108
3,60000;1,80000;2,11107;0,00947;0,29866
3,65000;1,82496;2,15554;0,00961;0,30495
3,70000;1,84998;2,17527;0,00974;0,30774
3,75000;1,87495;2,24135;0,00987;0,31709
3,80000;1,90002;2,24260;0,01000;0,31726
3,85000;1,92503;2,28644;0,01013;0,32347
3,90000;1,95005;2,32246;0,01026;0,32856
3,95000;1,97502;2,37162;0,01039;0,33552
4,00000;1,99998;2,41829;0,01053;0,34212
4,05000;2,02495;2,42737;0,01066;0,34340
4,10000;2,04991;2,44021;0,01079;0,34522
4,15000;2,07498;2,50942;0,01092;0,35501
4,20000;2,09995;2,53572;0,01105;0,35873
4,25000;2,12502;2,56109;0,01118;0,36232
4,30000;2,14998;2,61746;0,01132;0,37029
4,35000;2,17500;2,64940;0,01145;0,37481
4,40000;2,20002;2,69136;0,01158;0,38075
4,45000;2,22498;2,71704;0,01171;0,38438
4,50000;2,25000;2,72988;0,01184;0,38620
4,55000;2,27496;2,78594;0,01197;0,39413
4,60000;2,30003;2,82633;0,01211;0,39984
4,65000;2,32500;2,84105;0,01224;0,40193
4,70000;2,35002;2,87394;0,01237;0,40658
4,75000;2,37498;2,93719;0,01250;0,41553
4,80000;2,40000;2,99607;0,01263;0,42386
4,85000;2,42496;3,00985;0,01276;0,42581
4,90000;2,44993;3,04837;0,01289;0,43126
4,95000;2,47494;3,06434;0,01303;0,43352
5,00000;2,49991;3,10348;0,01316;0,43905
5,05000;2,52498;3,14294;0,01329;0,44464
5,10000;2,54994;3,20307;0,01342;0,45314
5,15000;2,57502;3,25349;0,01355;0,46027
5,20000;2,59998;3,24409;0,01368;0,45895
5,25000;2,62500;3,31080;0,01382;0,46838
5,30000;2,64996;3,32395;0,01395;0,47024
5,35000;2,67498;3,36215;0,01408;0,47565
5,40000;2,70000;3,38971;0,01421;0,47955
5,45000;2,72496;3,44577;0,01434;0,48748
5,50000;2,75003;3,46800;0,01447;0,49062
5,55000;2,77500;3,48523;0,01461;0,49306
5,60000;2,80007;3,55851;0,01474;0,50343
5,65000;2,82498;3,55506;0,01487;0,50294
5,70000;2,85000;3,62271;0,01500;0,51251
5,75000;2,87496;3,66373;0,01513;0,51831
5,80000;2,89998;3,68064;0,01526;0,52070
5,85000;2,92500;3,72636;0,01539;0,52717
5,90000;2,94996;3,75235;0,01553;0,53085
5,95000;2,97498;3,78398;0,01566;0,53532
6,00000;3,00000;3,84474;0,01579;0,54392
6,05000;3,02502;3,87918;0,01592;0,54879
6,10000;3,04998;3,88200;0,01605;0,54919
6,15000;3,07494;3,94119;0,01618;0,55756
6,20000;3,09996;3,99474;0,01632;0,56514
6,25000;3,12498;4,00445;0,01645;0,56651
6,30000;3,15000;4,03263;0,01658;0,57050
6,35000;3,17496;4,06050;0,01671;0,57444
6,40000;3,19998;4,09652;0,01684;0,57954
6,45000;3,22494;4,12877;0,01697;0,58410
6,50000;3,24996;4,15696;0,01711;0,58809
6,55000;3,27498;4,20581;0,01724;0,59500
6,60000;3,29994;4,25842;0,01737;0,60244
6,65000;3,32496;4,26782;0,01750;0,60377
6,70000;3,34993;4,30226;0,01763;0,60865
6,75000;3,37494;4,36239;0,01776;0,61715
6,80000;3,39996;4,41907;0,01789;0,62517
6,85000;3,42498;4,41970;0,01803;0,62526
6,90000;3,45000;4,46448;0,01816;0,63160
6,95000;3,47502;4,48421;0,01829;0,63439
7,00000;3,50003;4,55812;0,01842;0,64484
7,05000;3,52500;4,55436;0,01855;0,64431
7,10000;3,55002;4,63359;0,01868;0,65552
7,15000;3,57503;4,63609;0,01882;0,65587
7,20000;3,60005;4,67211;0,01895;0,66097
7,25000;3,62496;4,72535;0,01908;0,66850
7,30000;3,64998;4,77733;0,01921;0,67585
7,35000;3,67500;4,80176;0,01934;0,67931
7,40000;3,69996;4,84717;0,01947;0,68573
7,45000;3,72498;4,87472;0,01961;0,68963
7,50000;3,74994;4,91418;0,01974;0,69521
7,55000;3,77496;4,94425;0,01987;0,69947
7,60000;3,79998;5,01596;0,02000;0,70961
7,65000;3,82500;5,04227;0,02013;0,71333
7,70000;3,84996;5,06137;0,02026;0,71604
7,75000;3,87503;5,14811;0,02039;0,72831
7,80000;3,90000;5,14028;0,02053;0,72720
7,85000;3,92496;5,19321;0,02066;0,73469
7,90000;3,94998;5,22077;0,02079;0,73859
7,95000;3,97494;5,27087;0,02092;0,74568
8,00000;3,99996;5,30720;0,02105;0,75082
8,05000;4,02498;5,34008;0,02118;0,75547
8,10000;4,04994;5,41148;0,02132;0,76557
8,15000;4,07496;5,43873;0,02145;0,76942
8,20000;4,09998;5,46503;0,02158;0,77314
8,25000;4,12500;5,53205;0,02171;0,78263
8,30000;4,14991;5,54019;0,02184;0,78378
8,35000;4,17498;5,61974;0,02197;0,79503
8,40000;4,19994;5,62287;0,02210;0,79547
8,45000;4,22502;5,64761;0,02224;0,79897
8,50000;4,24998;5,71807;0,02237;0,80894
8,55000;4,27500;5,78039;0,02250;0,81776
8,60000;4,29996;5,79667;0,02263;0,82006
8,65000;4,32498;5,83738;0,02276;0,82582
8,70000;4,35000;5,90033;0,02289;0,83473
8,75000;4,37496;5,92757;0,02303;0,83858
8,80000;4,40003;6,00837;0,02316;0,85001
8,85000;4,42500;6,01401;0,02329;0,85081
8,90000;4,45001;6,06474;0,02342;0,85798
8,95000;4,47498;6,11484;0,02355;0,86507
9,00000;4,50000;6,13207;0,02368;0,86751
9,05000;4,52501;6,16244;0,02382;0,87181
9,10000;4,54998;6,21318;0,02395;0,87898
9,15000;4,57500;6,26829;0,02408;0,88678
9,20000;4,59996;6,32028;0,02421;0,89414
9,25000;4,62498;6,36506;0,02434;0,90047
9,30000;4,64994;6,40671;0,02447;0,90636
9,35000;4,67502;6,44366;0,02461;0,91159
9,40000;4,69998;6,49815;0,02474;0,91930
9,45000;4,72500;6,55264;0,02487;0,92701
9,50000;4,75001;6,59836;0,02500;0,93348
9,55000;4,77498;6,63751;0,02513;0,93902
9,60000;4,80000;6,69012;0,02526;0,94646
9,65000;4,82496;6,74054;0,02539;0,95359
9,70000;4,84998;6,78908;0,02553;0,96046
9,75000;4,87500;6,86048;0,02566;0,97056
9,80000;4,90001;6,90056;0,02579;0,97623
9,85000;4,92498;6,94190;0,02592;0,98208
9,90000;4,95000;6,99827;0,02605;0,99005
9,95000;4,97496;7,05965;0,02618;0,99874
10,00000;4,99993;7,10005;0,02632;1,00445
10,05000;5,02500;7,13043;0,02645;1,00875
10,10000;5,04996;7,19149;0,02658;1,01739
10,15000;5,07498;7,25663;0,02671;1,02660
10,20000;5,10000;7,33742;0,02684;1,03803
10,25000;5,12501;7,37563;0,02697;1,04344
10,30000;5,15003;7,42135;0,02711;1,04991
10,35000;5,17500;7,47741;0,02724;1,05784
10,40000;5,20001;7,52156;0,02737;1,06408
10,45000;5,22498;7,60988;0,02750;1,07658
10,50000;5,25000;7,63806;0,02763;1,08056
10,55000;5,27501;7,69819;0,02776;1,08907
10,60000;5,29998;7,71823;0,02789;1,09191
10,65000;5,32500;7,75330;0,02803;1,09687
10,70000;5,35001;7,78399;0,02816;1,10121
10,75000;5,37503;7,85101;0,02829;1,11069
10,80000;5,40000;7,87638;0,02842;1,11428
10,85000;5,42496;7,93932;0,02855;1,12318
10,90000;5,44998;8,02012;0,02868;1,13461
10,95000;5,47500;8,08557;0,02882;1,14387
11,00000;5,49996;8,11093;0,02895;1,14746
11,05000;5,52498;8,15916;0,02908;1,15429
11,10000;5,54994;8,20018;0,02921;1,16009
11,15000;5,57496;8,28630;0,02934;1,17227
11,20000;5,59998;8,34299;0,02947;1,18029
11,25000;5,62494;8,38276;0,02960;1,18592
11,30000;5,64996;8,41689;0,02974;1,19075
11,35000;5,67492;8,53120;0,02987;1,20692
11,40000;5,69994;8,59446;0,03000;1,21587
11,45000;5,72496;8,66554;0,03013;1,22592
11,50000;5,74998;8,71064;0,03026;1,23230
11,55000;5,77500;8,79206;0,03039;1,24382
11,60000;5,79996;8,82870;0,03053;1,24901
11,65000;5,82503;8,87661;0,03066;1,25578
11,70000;5,85000;8,95710;0,03079;1,26717
11,75000;5,87496;9,02411;0,03092;1,27665
11,80000;5,89998;9,07203;0,03105;1,28343
11,85000;5,92500;9,12777;0,03118;1,29132
11,90000;5,94996;9,17693;0,03132;1,29827
11,95000;5,97498;9,29155;0,03145;1,31449
12,00000;6,00005;9,34604;0,03158;1,32219
12,05000;6,02501;9,40492;0,03171;1,33052
12,10000;6,05009;9,44845;0,03184;1,33668
12,15000;6,07500;9,52862;0,03197;1,34802
12,20000;6,10001;9,59031;0,03211;1,35675
12,25000;6,12498;9,65044;0,03224;1,36526
12,30000;6,14994;9,71589;0,03237;1,37452
12,35000;6,17496;9,80514;0,03250;1,38714
12,40000;6,19992;9,86119;0,03263;1,39507
12,45000;6,22500;9,92226;0,03276;1,40371
12,50000;6,24996;9,98489;0,03289;1,41257
12,55000;6,27503;10,07634;0,03303;1,42551
12,60000;6,30000;10,09481;0,03316;1,42812
12,65000;6,32501;10,20567;0,03329;1,44381
12,70000;6,34998;10,25766;0,03342;1,45116
12,75000;6,37500;10,35567;0,03355;1,46503
