Entradas de Texto : Etiqueta do provete;"TRAÇÃO-NaOH-TABOA-T3-90DIAS_CP1"
Dimensão : Comprimento;190,00000;mm
Dimensão : Diâmetro;3,00000;mm
Teste : Taxa 1;30,00000;mm/min
Máximo Carga : Máximo Carga;15,64635;N
Máximo Carga : Esforço à tracçãoemMáximo Carga;2,21351;MPa
Máximo Carga : ExtensãoemMáximo Carga;25,40002;mm
Máximo Carga : Deformação à tracçãoemMáximo Carga;0,13368;mm/mm
Entradas de Texto : Comentário;""

Tempo;Extensão;Carga;Deformação à tracção;Esforço à tracção
(sec);(mm);(N);(mm/mm);(MPa)
0,00000;0,00000;0,04778;0,00000;0,00676
0,05000;0,01500;0,11073;0,00008;0,01566
0,10000;0,04511;0,02836;0,00024;0,00401
0,15000;0,07318;0,01083;0,00039;0,00153
0,20000;0,09937;0,04621;0,00052;0,00654
0,25000;0,12482;0,04183;0,00066;0,00592
0,30000;0,14989;0,06657;0,00079;0,00942
0,35000;0,17496;0,04465;0,00092;0,00632
0,40000;0,19998;0,10227;0,00105;0,01447
0,45000;0,22495;0,12983;0,00118;0,01837
0,50000;0,25002;0,10947;0,00132;0,01549
0,55000;0,27504;0,09601;0,00145;0,01358
0,60000;0,30005;0,12325;0,00158;0,01744
0,65000;0,32502;0,13265;0,00171;0,01877
0,70000;0,35009;0,15958;0,00184;0,02258
0,75000;0,37500;0,15238;0,00197;0,02156
0,80000;0,40002;0,16209;0,00211;0,02293
0,85000;0,42504;0,15895;0,00224;0,02249
0,90000;0,45000;0,18651;0,00237;0,02639
0,95000;0,47502;0,15488;0,00250;0,02191
1,00000;0,50004;0,17211;0,00263;0,02435
1,05000;0,52511;0,21501;0,00276;0,03042
1,10000;0,55007;0,23756;0,00290;0,03361
1,15000;0,57509;0,19215;0,00303;0,02718
1,20000;0,59995;0,23474;0,00316;0,03321
1,25000;0,62496;0,23223;0,00329;0,03285
1,30000;0,64998;0,24946;0,00342;0,03529
1,35000;0,67500;0,23693;0,00355;0,03352
1,40000;0,70002;0,26167;0,00368;0,03702
1,45000;0,72498;0,24726;0,00382;0,03498
1,50000;0,75000;0,26449;0,00395;0,03742
1,55000;0,77496;0,26449;0,00408;0,03742
1,60000;0,79998;0,28171;0,00421;0,03985
1,65000;0,82495;0,30614;0,00434;0,04331
1,70000;0,84996;0,29017;0,00447;0,04105
1,75000;0,87498;0,29643;0,00461;0,04194
1,80000;0,90000;0,31178;0,00474;0,04411
1,85000;0,92502;0,32963;0,00487;0,04663
1,90000;0,94998;0,35468;0,00500;0,05018
1,95000;0,97505;0,34341;0,00513;0,04858
2,00000;0,99996;0,33746;0,00526;0,04774
2,05000;1,02498;0,35906;0,00539;0,05080
2,10000;1,04995;0,38036;0,00553;0,05381
2,15000;1,07496;0,38067;0,00566;0,05385
2,20000;1,09998;0,40823;0,00579;0,05775
2,25000;1,12500;0,41637;0,00592;0,05890
2,30000;1,15002;0,41637;0,00605;0,05890
2,35000;1,17503;0,38662;0,00618;0,05470
2,40000;1,20005;0,41543;0,00632;0,05877
2,45000;1,22502;0,44362;0,00645;0,06276
2,50000;1,25003;0,44737;0,00658;0,06329
2,55000;1,27505;0,45364;0,00671;0,06418
2,60000;1,30002;0,46397;0,00684;0,06564
2,65000;1,32509;0,47963;0,00697;0,06785
2,70000;1,35005;0,48307;0,00711;0,06834
2,75000;1,37507;0,48151;0,00724;0,06812
2,80000;1,40003;0,50030;0,00737;0,07078
2,85000;1,42505;0,51126;0,00750;0,07233
2,90000;1,44996;0,49529;0,00763;0,07007
2,95000;1,47503;0,51690;0,00776;0,07313
3,00000;1,50000;0,52316;0,00789;0,07401
3,05000;1,52502;0,51878;0,00803;0,07339
3,10000;1,55003;0,52660;0,00816;0,07450
3,15000;1,57500;0,54539;0,00829;0,07716
3,20000;1,60002;0,53224;0,00842;0,07530
3,25000;1,62498;0,55228;0,00855;0,07813
3,30000;1,65000;0,58485;0,00868;0,08274
3,35000;1,67496;0,55448;0,00882;0,07844
3,40000;1,69998;0,59425;0,00895;0,08407
3,45000;1,72500;0,59049;0,00908;0,08354
3,50000;1,74996;0,62212;0,00921;0,08801
3,55000;1,77498;0,60490;0,00934;0,08558
3,60000;1,80000;0,60020;0,00947;0,08491
3,65000;1,82502;0,64310;0,00961;0,09098
3,70000;1,84998;0,62619;0,00974;0,08859
3,75000;1,87500;0,65563;0,00987;0,09275
3,80000;1,90002;0,66941;0,01000;0,09470
3,85000;1,92498;0,66095;0,01013;0,09351
3,90000;1,95000;0,63057;0,01026;0,08921
3,95000;1,97496;0,66941;0,01039;0,09470
4,00000;2,00003;0,66502;0,01053;0,09408
4,05000;2,02500;0,67348;0,01066;0,09528
4,10000;2,05002;0,71388;0,01079;0,10099
4,15000;2,07498;0,69289;0,01092;0,09802
4,20000;2,10005;0,68788;0,01105;0,09732
4,25000;2,12507;0,69101;0,01118;0,09776
4,30000;2,15003;0,69321;0,01132;0,09807
4,35000;2,17505;0,72797;0,01145;0,10299
4,40000;2,20002;0,70448;0,01158;0,09966
4,45000;2,22503;0,71544;0,01171;0,10121
4,50000;2,25000;0,75333;0,01184;0,10657
4,55000;2,27502;0,71012;0,01197;0,10046
4,60000;2,29998;0,73298;0,01211;0,10370
4,65000;2,32500;0,75145;0,01224;0,10631
4,70000;2,34996;0,76617;0,01237;0,10839
4,75000;2,37498;0,78747;0,01250;0,11140
4,80000;2,40000;0,76304;0,01263;0,10795
4,85000;2,42496;0,77682;0,01276;0,10990
4,90000;2,45003;0,80563;0,01289;0,11397
4,95000;2,47500;0,79404;0,01303;0,11233
5,00000;2,50002;0,81628;0,01316;0,11548
5,05000;2,52498;0,79655;0,01329;0,11269
5,10000;2,55000;0,82285;0,01342;0,11641
5,15000;2,57502;0,82724;0,01355;0,11703
5,20000;2,59998;0,84822;0,01368;0,12000
5,25000;2,62500;0,83225;0,01382;0,11774
5,30000;2,65002;0,82379;0,01395;0,11654
5,35000;2,67503;0,84885;0,01408;0,12009
5,40000;2,70000;0,89050;0,01421;0,12598
5,45000;2,72502;0,86826;0,01434;0,12283
5,50000;2,74998;0,87860;0,01447;0,12430
5,55000;2,77500;0,88267;0,01461;0,12487
5,60000;2,80002;0,87641;0,01474;0,12399
5,65000;2,82498;0,90553;0,01487;0,12811
5,70000;2,85005;0,87453;0,01500;0,12372
5,75000;2,87502;0,88925;0,01513;0,12580
5,80000;2,90003;0,90522;0,01526;0,12806
5,85000;2,92505;0,91336;0,01540;0,12921
5,90000;2,95007;0,93403;0,01553;0,13214
5,95000;2,97503;0,91900;0,01566;0,13001
6,00000;3,00000;0,92870;0,01579;0,13138
6,05000;3,02502;0,91962;0,01592;0,13010
6,10000;3,04998;0,91931;0,01605;0,13006
6,15000;3,07505;0,95814;0,01618;0,13555
6,20000;3,10002;0,94186;0,01632;0,13325
6,25000;3,12503;0,94749;0,01645;0,13404
6,30000;3,15005;0,95845;0,01658;0,13559
6,35000;3,17502;0,96346;0,01671;0,13630
6,40000;3,19998;0,96691;0,01684;0,13679
6,45000;3,22494;0,99979;0,01697;0,14144
6,50000;3,25002;0,97756;0,01711;0,13830
6,55000;3,27498;0,98946;0,01724;0,13998
6,60000;3,30000;1,01357;0,01737;0,14339
6,65000;3,32496;1,01952;0,01750;0,14423
6,70000;3,34998;1,01514;0,01763;0,14361
6,75000;3,37500;1,02735;0,01776;0,14534
6,80000;3,39996;1,03988;0,01789;0,14711
6,85000;3,42498;1,02860;0,01803;0,14552
6,90000;3,44994;1,02954;0,01816;0,14565
6,95000;3,47502;1,03205;0,01829;0,14600
7,00000;3,49998;1,02954;0,01842;0,14565
7,05000;3,52505;1,05710;0,01855;0,14955
7,10000;3,55002;1,06462;0,01868;0,15061
7,15000;3,57503;1,07526;0,01882;0,15212
7,20000;3,60000;1,06493;0,01895;0,15066
7,25000;3,62496;1,07777;0,01908;0,15247
7,30000;3,64998;1,06681;0,01921;0,15092
7,35000;3,67494;1,09593;0,01934;0,15504
7,40000;3,70002;1,10908;0,01947;0,15690
7,45000;3,72498;1,09374;0,01961;0,15473
7,50000;3,75005;1,08466;0,01974;0,15345
7,55000;3,77507;1,09249;0,01987;0,15456
7,60000;3,80009;1,10846;0,02000;0,15681
7,65000;3,82505;1,09499;0,02013;0,15491
7,70000;3,85002;1,10439;0,02026;0,15624
7,75000;3,87503;1,13602;0,02039;0,16071
7,80000;3,90000;1,11190;0,02053;0,15730
7,85000;3,92502;1,15011;0,02066;0,16271
7,90000;3,94998;1,13977;0,02079;0,16125
7,95000;3,97500;1,13696;0,02092;0,16085
8,00000;3,99996;1,13852;0,02105;0,16107
8,05000;4,02498;1,15042;0,02118;0,16275
8,10000;4,05000;1,17391;0,02132;0,16607
8,15000;4,07496;1,17172;0,02145;0,16576
8,20000;4,10003;1,17516;0,02158;0,16625
8,25000;4,12500;1,16420;0,02171;0,16470
8,30000;4,15007;1,18236;0,02184;0,16727
8,35000;4,17503;1,20491;0,02197;0,17046
8,40000;4,20000;1,17955;0,02211;0,16687
8,45000;4,22502;1,21681;0,02224;0,17214
8,50000;4,24998;1,21932;0,02237;0,17250
8,55000;4,27500;1,22558;0,02250;0,17338
8,60000;4,29996;1,21744;0,02263;0,17223
8,65000;4,32503;1,22182;0,02276;0,17285
8,70000;4,35000;1,21337;0,02289;0,17166
8,75000;4,37507;1,24030;0,02303;0,17547
8,80000;4,40003;1,23122;0,02316;0,17418
8,85000;4,42505;1,24844;0,02329;0,17662
8,90000;4,45001;1,25251;0,02342;0,17719
8,95000;4,47503;1,24124;0,02355;0,17560
9,00000;4,50005;1,26159;0,02368;0,17848
9,05000;4,52501;1,28633;0,02382;0,18198
9,10000;4,55003;1,25690;0,02395;0,17781
9,15000;4,57500;1,26316;0,02408;0,17870
9,20000;4,60007;1,28759;0,02421;0,18216
9,25000;4,62503;1,29479;0,02434;0,18318
9,30000;4,65005;1,28633;0,02447;0,18198
9,35000;4,67507;1,28414;0,02461;0,18167
9,40000;4,70003;1,30105;0,02474;0,18406
9,45000;4,72505;1,31045;0,02487;0,18539
9,50000;4,75001;1,29385;0,02500;0,18304
9,55000;4,77503;1,31013;0,02513;0,18535
9,60000;4,80000;1,32297;0,02526;0,18716
9,65000;4,82501;1,31546;0,02539;0,18610
9,70000;4,85003;1,32329;0,02553;0,18721
9,75000;4,87500;1,34051;0,02566;0,18964
9,80000;4,90001;1,33988;0,02579;0,18955
9,85000;4,92498;1,34333;0,02592;0,19004
9,90000;4,95000;1,35053;0,02605;0,19106
9,95000;4,97502;1,34302;0,02618;0,19000
10,00000;5,00003;1,35993;0,02632;0,19239
10,05000;5,02500;1,34991;0,02645;0,19097
10,10000;5,05001;1,36901;0,02658;0,19368
10,15000;5,07503;1,36431;0,02671;0,19301
10,20000;5,10000;1,37652;0,02684;0,19474
10,25000;5,12501;1,41598;0,02697;0,20032
10,30000;5,14998;1,41160;0,02711;0,19970
10,35000;5,17505;1,39751;0,02724;0,19771
10,40000;5,20001;1,41817;0,02737;0,20063
10,45000;5,22503;1,41880;0,02750;0,20072
10,50000;5,25000;1,40659;0,02763;0,19899
10,55000;5,27501;1,38905;0,02776;0,19651
10,60000;5,30003;1,41473;0,02789;0,20014
10,65000;5,32500;1,44855;0,02803;0,20493
10,70000;5,35001;1,43101;0,02816;0,20245
10,75000;5,37498;1,43571;0,02829;0,20311
10,80000;5,40005;1,43477;0,02842;0,20298
10,85000;5,42507;1,46139;0,02855;0,20674
10,90000;5,45009;1,43101;0,02868;0,20245
10,95000;5,47510;1,45607;0,02882;0,20599
11,00000;5,50007;1,47267;0,02895;0,20834
11,05000;5,52503;1,47235;0,02908;0,20830
11,10000;5,54994;1,48112;0,02921;0,20954
11,15000;5,57501;1,47423;0,02934;0,20856
11,20000;5,59998;1,48300;0,02947;0,20980
11,25000;5,62500;1,48832;0,02961;0,21055
11,30000;5,65001;1,52214;0,02974;0,21534
11,35000;5,67503;1,53029;0,02987;0,21649
11,40000;5,70005;1,51807;0,03000;0,21476
11,45000;5,72501;1,50148;0,03013;0,21242
11,50000;5,75003;1,54438;0,03026;0,21848
11,55000;5,77500;1,52496;0,03039;0,21574
11,60000;5,80001;1,52340;0,03053;0,21552
11,65000;5,82498;1,53436;0,03066;0,21707
11,70000;5,85000;1,57914;0,03079;0,22340
11,75000;5,87501;1,52058;0,03092;0,21512
11,80000;5,89998;1,56693;0,03105;0,22167
11,85000;5,92505;1,57319;0,03118;0,22256
11,90000;5,95001;1,55910;0,03132;0,22057
11,95000;5,97503;1,57006;0,03145;0,22212
12,00000;6,00000;1,59762;0,03158;0,22602
12,05000;6,02507;1,57162;0,03171;0,22234
12,10000;6,05003;1,60106;0,03184;0,22650
12,15000;6,07505;1,58791;0,03197;0,22464
12,20000;6,10001;1,60732;0,03211;0,22739
12,25000;6,12503;1,62204;0,03224;0,22947
12,30000;6,15000;1,59198;0,03237;0,22522
12,35000;6,17496;1,60983;0,03250;0,22774
12,40000;6,19998;1,62674;0,03263;0,23014
12,45000;6,22500;1,62517;0,03276;0,22992
12,50000;6,25007;1,65023;0,03290;0,23346
12,55000;6,27503;1,62330;0,03303;0,22965
12,60000;6,30005;1,63175;0,03316;0,23085
12,65000;6,32507;1,65680;0,03329;0,23439
12,70000;6,35003;1,64021;0,03342;0,23204
12,75000;6,37500;1,66964;0,03355;0,23621
12,80000;6,39996;1,64115;0,03368;0,23217
12,85000;6,42498;1,67810;0,03382;0,23740
12,90000;6,44994;1,66776;0,03395;0,23594
12,95000;6,47501;1,70534;0,03408;0,24126
13,00000;6,50003;1,67090;0,03421;0,23638
13,05000;6,52505;1,68342;0,03434;0,23816
13,10000;6,55007;1,71067;0,03447;0,24201
13,15000;6,57503;1,68593;0,03461;0,23851
13,20000;6,60005;1,70346;0,03474;0,24099
13,25000;6,62501;1,68217;0,03487;0,23798
13,30000;6,65003;1,69626;0,03500;0,23997
13,35000;6,67505;1,71474;0,03513;0,24259
13,40000;6,70007;1,72476;0,03526;0,24400
13,45000;6,72503;1,72288;0,03539;0,24374
13,50000;6,75005;1,74449;0,03553;0,24679
13,55000;6,77501;1,77142;0,03566;0,25060
13,60000;6,80003;1,74793;0,03579;0,24728
13,65000;6,82505;1,73478;0,03592;0,24542
13,70000;6,84996;1,75326;0,03605;0,24804
13,75000;6,87503;1,75952;0,03618;0,24892
13,80000;6,90000;1,76234;0,03632;0,24932
13,85000;6,92507;1,76046;0,03645;0,24905
13,90000;6,95003;1,78833;0,03658;0,25300
13,95000;6,97500;1,77925;0,03671;0,25171
14,00000;7,00007;1,76422;0,03684;0,24959
14,05000;7,02498;1,79679;0,03697;0,25419
14,10000;7,05005;1,82435;0,03711;0,25809
14,15000;7,07501;1,77518;0,03724;0,25114
