Entradas de Texto : Etiqueta do provete;"TRAÇÃO-NaOH-TABOA-T1-60DIAS_CP1"
Dimensão : Comprimento;190,00000;mm
Dimensão : Diâmetro;3,00000;mm
Teste : Taxa 1;30,00000;mm/min
Máximo Carga : Máximo Carga;40,62019;N
Máximo Carga : Esforço à tracçãoemMáximo Carga;5,74658;MPa
Máximo Carga : ExtensãoemMáximo Carga;9,85001;mm
Máximo Carga : Deformação à tracçãoemMáximo Carga;0,05184;mm/mm
Entradas de Texto : Comentário;""

Tempo;Extensão;Carga;Deformação à tracção;Esforço à tracção
(sec);(mm);(N);(mm/mm);(MPa)
0,00000;0,00000;0,05890;0,00000;0,00833
0,05000;0,01511;0,11496;0,00008;0,01626
0,10000;0,04511;0,08333;0,00024;0,01179
0,15000;0,07318;0,05420;0,00039;0,00767
0,20000;0,09937;0,08051;0,00052;0,01139
0,25000;0,12482;0,09554;0,00066;0,01352
0,30000;0,14995;0,14314;0,00079;0,02025
0,35000;0,17496;0,14533;0,00092;0,02056
0,40000;0,19998;0,18573;0,00105;0,02628
0,45000;0,22495;0,20577;0,00118;0,02911
0,50000;0,25002;0,21078;0,00132;0,02982
0,55000;0,27498;0,21893;0,00145;0,03097
0,60000;0,30000;0,22644;0,00158;0,03203
0,65000;0,32496;0,27968;0,00171;0,03957
0,70000;0,34998;0,30598;0,00184;0,04329
0,75000;0,37500;0,30630;0,00197;0,04333
0,80000;0,40002;0,31788;0,00211;0,04497
0,85000;0,42504;0,34795;0,00224;0,04922
0,90000;0,45005;0,34826;0,00237;0,04927
0,95000;0,47507;0,38428;0,00250;0,05436
1,00000;0,50004;0,39524;0,00263;0,05591
1,05000;0,52505;0,44158;0,00276;0,06247
1,10000;0,55002;0,43689;0,00289;0,06181
1,15000;0,57504;0,45943;0,00303;0,06500
1,20000;0,60005;0,49169;0,00316;0,06956
1,25000;0,62496;0,50766;0,00329;0,07182
1,30000;0,64998;0,54180;0,00342;0,07665
1,35000;0,67495;0,57092;0,00355;0,08077
1,40000;0,70002;0,57029;0,00368;0,08068
