Entradas de Texto : Etiqueta do provete;"TRAÇÃO-NaOH-TABOA-T2-90DIAS_CP3"
Dimensão : Comprimento;190,00000;mm
Dimensão : Diâmetro;3,00000;mm
Teste : Taxa 1;30,00000;mm/min
Máximo Carga : Máximo Carga;37,83559;N
Máximo Carga : Esforço à tracçãoemMáximo Carga;5,35264;MPa
Máximo Carga : ExtensãoemMáximo Carga;13,99997;mm
Máximo Carga : Deformação à tracçãoemMáximo Carga;0,07368;mm/mm
Entradas de Texto : Comentário;""

Tempo;Extensão;Carga;Deformação à tracção;Esforço à tracção
(sec);(mm);(N);(mm/mm);(MPa)
0,00000;0,00000;0,00914;0,00000;0,00129
0,05000;0,01559;0,09839;0,00008;0,01392
0,10000;0,04543;0,05517;0,00024;0,00781
0,15000;0,07334;0,05893;0,00039;0,00834
0,20000;0,09937;0,06112;0,00052;0,00865
0,25000;0,12477;0,09651;0,00066;0,01365
0,30000;0,14984;0,09870;0,00079;0,01396
0,35000;0,17491;0,10590;0,00092;0,01498
0,40000;0,19993;0,12438;0,00105;0,01760
0,45000;0,22495;0,13659;0,00118;0,01932
0,50000;0,24996;0,16446;0,00132;0,02327
0,55000;0,27493;0,16039;0,00145;0,02269
0,60000;0,29995;0,20079;0,00158;0,02841
0,65000;0,32491;0,22209;0,00171;0,03142
0,70000;0,34993;0,19829;0,00184;0,02805
0,75000;0,37489;0,22334;0,00197;0,03160
0,80000;0,39996;0,23461;0,00211;0,03319
0,85000;0,42498;0,25810;0,00224;0,03651
0,90000;0,44995;0,32230;0,00237;0,04560
0,95000;0,47496;0,29443;0,00250;0,04165
1,00000;0,49998;0,28503;0,00263;0,04032
1,05000;0,52500;0,29756;0,00276;0,04210
1,10000;0,54996;0,32699;0,00289;0,04626
1,15000;0,57498;0,34547;0,00303;0,04887
1,20000;0,59995;0,38274;0,00316;0,05415
1,25000;0,62491;0,38086;0,00329;0,05388
1,30000;0,64993;0,37240;0,00342;0,05268
1,35000;0,67489;0,43598;0,00355;0,06168
