uv_index,simulacao,k_ajustado,k_teorico,erro_relativo
0.5,17,0.0014705449966286829,0.0017012704289550656,0.13561949258595898
0.5,18,0.0013426309763580227,0.0017012704289550656,0.2108068455744113
0.5,19,0.0015222851727296788,0.0017012704289550656,0.10520682260686859
0.5,20,0.0014601559988777861,0.0017012704289550656,0.14172610419460122
0.5,21,0.0014174420102830855,0.0017012704289550656,0.16683321701318818
0.5,22,0.001453050516320502,0.0017012704289550656,0.14590267861589906
0.5,23,0.0013481913178519807,0.0017012704289550656,0.20753849893220622
0.5,24,0.001349693688663878,0.0017012704289550656,0.20665541133700244
0.5,25,0.0014042039998178218,0.0017012704289550656,0.17461446697789518
0.5,26,0.0014595595346804404,0.0017012704289550656,0.14207670348040205
0.5,27,0.0015168690718725735,0.0017012704289550656,0.10839038517571421
0.5,28,0.0015120404582752095,0.0017012704289550656,0.11122862506702284
0.5,29,0.0014025593769001064,0.0017012704289550656,0.17558116979581548
0.5,30,0.001439440214758246,0.0017012704289550656,0.15390275980852605
0.5,31,0.001601128877391773,0.0017012704289550656,0.05886280620583079
0.5,32,0.0015534655101358981,0.0017012704289550656,0.08687914414050595
0.5,33,0.001368956592556493,0.0017012704289550656,0.1953327529490315
0.5,34,0.001413438643711828,0.0017012704289550656,0.16918637998076907
0.5,35,0.0014537508846376446,0.0017012704289550656,0.14549100490123115
0.5,36,0.0014228866529805164,0.0017012704289550656,0.16363287766397897
0.5,37,0.0014467005366085447,0.0017012704289550656,0.14963517146587912
0.5,38,0.0015657464356715859,0.0017012704289550656,0.07966046489547211
0.5,39,0.0014775864355094383,0.0017012704289550656,0.1314805627833171
0.5,40,0.0014229888633428011,0.0017012704289550656,0.1635727988190492
0.5,41,0.0014768879463276444,0.0017012704289550656,0.13189113194969176
0.5,42,0.0014204277552293406,0.0017012704289550656,0.16507820799437567
0.5,43,0.00141148719802901,0.0017012704289550656,0.17033343200119155
0.5,44,0.0013799903040382876,0.0017012704289550656,0.1888471811704333
0.5,45,0.0015837344673130405,0.0017012704289550656,0.06908717135242083
0.5,46,0.0014822080865872329,0.0017012704289550656,0.12876397463887188
0.5,47,0.0013920906348055722,0.0017012704289550656,0.1817346548128708
0.5,48,0.0015371094665066604,0.0017012704289550656,0.0964931616128979
0.5,49,0.0014896993564255255,0.0017012704289550656,0.12436063598630162
1.0,0,0.0015359744792012553,0.0019231752675144223,0.20133411387595399
1.0,1,0.001430935197310338,0.0019231752675144223,0.25595174736220083
1.0,2,0.0013888388988008685,0.0019231752675144223,0.277840703205459
1.0,3,0.001542884308947296,0.0019231752675144223,0.19774118614713027
1.0,4,0.0014767996130819598,0.0019231752675144223,0.2321034707405393
1.0,5,0.0014851167206614124,0.0019231752675144223,0.2277787959592325
1.0,6,0.001383932835679102,0.0019231752675144223,0.2803917255717706
1.0,7,0.0015037496927244368,0.0019231752675144223,0.21809014595537385
1.0,8,0.0014877238451237696,0.0019231752675144223,0.2264231605647909
1.0,9,0.0014907639220797272,0.0019231752675144223,0.22484240138630648
1.0,10,0.0014847597067880877,0.0019231752675144223,0.22796443368001398
1.0,11,0.001452202694568784,0.0019231752675144223,0.2448932143113193
1.0,12,0.0016604669322310384,0.0019231752675144223,0.13660134867630508
1.0,13,0.0015019916425446595,0.0019231752675144223,0.21900428530058785
1.0,14,0.0014638274401582558,0.0019231752675144223,0.23884865571812572
1.0,15,0.001397150839908569,0.0019231752675144223,0.2735187148520818
1.0,16,0.0014732721507064385,0.0019231752675144223,0.23393765737714278
1.0,17,0.0013822994406811147,0.0019231752675144223,0.2812410475371567
1.0,18,0.001483296408324356,0.0019231752675144223,0.22872530997062007
1.0,19,0.0014010517357961594,0.0019231752675144223,0.27149035271916394
1.0,20,0.0014150168083891974,0.0019231752675144223,0.26422888631569513
1.0,21,0.0014583898673780028,0.0019231752675144223,0.24167604897348963
1.0,22,0.0014521810323705597,0.0019231752675144223,0.244904478078377
1.0,23,0.0015036220756685266,0.0019231752675144223,0.21815650343098508
1.0,24,0.0012673380219531355,0.0019231752675144223,0.3410179283393725
1.0,25,0.0014630933912961484,0.0019231752675144223,0.2392303416073458
1.0,26,0.0014305659881557904,0.0019231752675144223,0.2561437263049337
1.0,27,0.001523547097549311,0.0019231752675144223,0.20779602187875706
1.0,28,0.001506801507581098,0.0019231752675144223,0.21650328338064587
1.0,29,0.0014679436187222763,0.0019231752675144223,0.2367083523180407
1.0,30,0.0015451267673441689,0.0019231752675144223,0.19657516740991388
1.0,31,0.0015201633617694164,0.0019231752675144223,0.2095554745074651
1.0,32,0.001625080915620367,0.0019231752675144223,0.15500113636513366
1.0,33,0.0014665757988741239,0.0019231752675144223,0.2374195822674151
1.0,34,0.0014233566733583912,0.0019231752675144223,0.2598923782968642
1.0,35,0.0014019880072119002,0.0019231752675144223,0.2710035164793495
1.0,36,0.0014323031948363497,0.0019231752675144223,0.25524042502506417
1.0,37,0.0013741576845439929,0.0019231752675144223,0.2854745442312175
1.0,38,0.001499010819429576,0.0019231752675144223,0.22055423405743518
1.0,39,0.001403051966170188,0.0019231752675144223,0.2704502861127471
1.0,40,0.0014855672871908149,0.0019231752675144223,0.227544513344947
1.0,41,0.0014148165466968583,0.0019231752675144223,0.2643330170705576
1.0,42,0.0014807878958272892,0.0019231752675144223,0.230029669765299
1.0,43,0.0014290580024641003,0.0019231752675144223,0.25692783876580116
1.0,44,0.0014819568895693988,0.0019231752675144223,0.22942182410408662
1.0,45,0.0014588832923168693,0.0019231752675144223,0.24141948112592979
1.0,46,0.001371229813242355,0.0019231752675144223,0.2869969594531135
1.0,47,0.0014619571535541265,0.0019231752675144223,0.2398211550195266
1.0,48,0.0016084044026527602,0.0019231752675144223,0.16367247966353207
1.0,49,0.001490678090493203,0.0019231752675144223,0.2248870315289534
