uv_index,simulacao,k_ajustado,k_teorico,erro_relativo
0.0,0,0.0014210318020998925,0.0014793655903957094,0.03943162438989367
0.0,1,0.0016086084372182634,0.0014793655903957094,0.08736369675056685
0.0,2,0.001515618056507763,0.0014793655903957094,0.024505413906752094
0.0,3,0.0015464261011633046,0.0014793655903957094,0.04533058711312695
0.0,4,0.001447066539350117,0.0014793655903957094,0.021833041984539378
0.0,5,0.0014120100999382664,0.0014793655903957094,0.045529983186526804
0.0,6,0.0015091327547362093,0.0014793655903957094,0.02012157409483728
0.0,7,0.0015166302334911647,0.0014793655903957094,0.02518961055832558
0.0,8,0.0014846818698248372,0.0014793655903957094,0.003593621119513677
0.0,9,0.0014317127058887894,0.0014793655903957094,0.03221170264895341
0.0,10,0.0015137775926411456,0.0014793655903957094,0.023261323954568577
0.0,11,0.0014975265017881604,0.0014793655903957094,0.012276148310028778
0.0,12,0.0015009094781560605,0.0014793655903957094,0.014562923391092525
0.0,13,0.0013639953248019334,0.0014793655903957094,0.07798631139103084
0.0,14,0.0013837513969494918,0.0014793655903957094,0.06463188955249533
0.0,15,0.0015203261747011628,0.0014793655903957094,0.027687939053994814
0.0,16,0.001444784248683148,0.0014793655903957094,0.023375791580572947
0.0,17,0.0013051492711650906,0.0014793655903957094,0.11776420944333196
0.0,18,0.001519389735152824,0.0014793655903957094,0.027054938290411806
0.0,19,0.0014722459462835106,0.0014793655903957094,0.004812633306074382
0.0,20,0.0014752370514912198,0.0014793655903957094,0.002790749582992009
0.0,21,0.0015801688144288643,0.0014793655903957094,0.06813949485346042
0.0,22,0.0014864830965259808,0.0014793655903957094,0.004811188104197829
0.0,23,0.001452428223670635,0.0014793655903957094,0.018208728728014476
0.0,24,0.0014308319771990186,0.0014793655903957094,0.03280704479797233
0.0,25,0.0014216777612059413,0.0014793655903957094,0.038994978363892756
0.0,26,0.0013896222771508254,0.0014793655903957094,0.060663377482559226
0.0,27,0.0014580938089484789,0.0014793655903957094,0.014378988929667208
0.0,28,0.001588248596769437,0.0014793655903957094,0.07360114841159919
0.0,29,0.00148743191920474,0.0014793655903957094,0.005452559435881625
0.0,30,0.001449460330858436,0.0014793655903957094,0.020214921674144223
0.0,31,0.0014947896578200316,0.0014793655903957094,0.010426136395531868
0.0,32,0.0014176026219090555,0.0014793655903957094,0.04174963165807658
0.0,33,0.0015247617370805094,0.0014793655903957094,0.03068622589272012
0.0,34,0.0014231933145643666,0.0014793655903957094,0.03797051668365319
0.0,35,0.001499110722972007,0.0014793655903957094,0.013347027066525253
0.0,36,0.0015349682612867395,0.0014793655903957094,0.037585483434258576
0.0,37,0.001548343185107056,0.0014793655903957094,0.04662646958882967
0.0,38,0.0014640861179551034,0.0014793655903957094,0.010328395184937953
0.0,39,0.0013710812380648273,0.0014793655903957094,0.0731964789730695
0.0,40,0.001494603425468035,0.0014793655903957094,0.010300249763312267
0.0,41,0.0014851554437617636,0.0014793655903957094,0.003913740730244724
0.0,42,0.0015490207891789172,0.0014793655903957094,0.04708450651780812
0.0,43,0.0016013288148039528,0.0014793655903957094,0.08244292364243781
0.0,44,0.0015706729252718875,0.0014793655903957094,0.06172060203979375
0.0,45,0.001519474957026164,0.0014793655903957094,0.027112545330817122
0.0,46,0.0014198880406695149,0.0014793655903957094,0.040204767578976286
0.0,47,0.0015607687547104655,0.0014793655903957094,0.05502572511030347
0.0,48,0.0014281557543095562,0.0014793655903957094,0.03461607895885647
0.0,49,0.0014954738606133217,0.0014793655903957094,0.01088863383208986
0.5,0,0.0014398307809228592,0.0017012704289550656,0.15367318656845455
0.5,1,0.0013540803243298376,0.0017012704289550656,0.20407696431805675
0.5,2,0.0015461594972460654,0.0017012704289550656,0.09117358949468762
0.5,3,0.0016068310690036496,0.0017012704289550656,0.05551108062779974
0.5,4,0.001398537973259515,0.0017012704289550656,0.1779449348811003
0.5,5,0.0015375991844946107,0.0017012704289550656,0.09620530732494019
0.5,6,0.0014638823038629013,0.0017012704289550656,0.1395357969267532
0.5,7,0.0014510592299961248,0.0017012704289550656,0.1470731488071668
0.5,8,0.0015298840293109417,0.0017012704289550656,0.10074024489415882
0.5,9,0.0014534839862518278,0.0017012704289550656,0.14564788671218504
0.5,10,0.0015448966390015412,0.0017012704289550656,0.0919158925542311
0.5,11,0.0014728455117473695,0.0017012704289550656,0.134267258937779
0.5,12,0.0015515211700372915,0.0017012704289550656,0.08802201952675531
0.5,13,0.0013794543913157131,0.0017012704289550656,0.18916218853989872
0.5,14,0.0014631148426081022,0.0017012704289550656,0.13998690760365512
0.5,15,0.001439713419251714,0.0017012704289550656,0.1537421712925452
0.5,16,0.0014721491281871465,0.0017012704289550656,0.13467659042815863
