Entradas de Texto : Etiqueta do provete;"TRAÇÃO-NaOH-TABOA-T1-90DIAS_CP2"
Dimensão : Comprimento;190,00000;mm
Dimensão : Diâmetro;3,00000;mm
Teste : Taxa 1;30,00000;mm/min
Máximo Carga : Máximo Carga;31,62314;N
Máximo Carga : Esforço à tracçãoemMáximo Carga;4,47376;MPa
Máximo Carga : ExtensãoemMáximo Carga;6,17501;mm
Máximo Carga : Deformação à tracçãoemMáximo Carga;0,03250;mm/mm
Entradas de Texto : Comentário;""

Tempo;Extensão;Carga;Deformação à tracção;Esforço à tracção
(sec);(mm);(N);(mm/mm);(MPa)
0,00000;0,00000;0,04833;0,00000;0,00684
0,05000;0,01462;0,10251;0,00008;0,01450
0,10000;0,04468;0,06775;0,00024;0,00958
0,15000;0,07296;0,07777;0,00038;0,01100
0,20000;0,09932;0,10376;0,00052;0,01468
0,25000;0,12471;0,12255;0,00066;0,01734
0,30000;0,14989;0,17422;0,00079;0,02465
0,35000;0,17491;0,17829;0,00092;0,02522
0,40000;0,19993;0,22997;0,00105;0,03253
0,45000;0,22495;0,24061;0,00118;0,03404
0,50000;0,24991;0,28383;0,00132;0,04015
0,55000;0,27498;0,30512;0,00145;0,04317
0,60000;0,30000;0,34051;0,00158;0,04817
0,65000;0,32502;0,38185;0,00171;0,05402
0,70000;0,34998;0,38498;0,00184;0,05446
0,75000;0,37505;0,41410;0,00197;0,05858
0,80000;0,40002;0,43853;0,00211;0,06204
0,85000;0,42498;0,50022;0,00224;0,07077
0,90000;0,45000;0,49521;0,00237;0,07006
0,95000;0,47496;0,56066;0,00250;0,07932
1,00000;0,49998;0,58008;0,00263;0,08206
1,05000;0,52495;0,58979;0,00276;0,08344
1,10000;0,54996;0,64960;0,00289;0,09190
1,15000;0,57493;0,63457;0,00303;0,08977
1,20000;0,59995;0,66839;0,00316;0,09456
1,25000;0,62496;0,71255;0,00329;0,10080
1,30000;0,64998;0,76672;0,00342;0,10847
1,35000;0,67500;0,80493;0,00355;0,11387
1,40000;0,69991;0,81182;0,00368;0,11485
1,45000;0,72498;0,87007;0,00382;0,12309
1,50000;0,74995;0,88479;0,00395;0,12517
1,55000;0,77496;0,91829;0,00408;0,12991
1,60000;0,79993;0,99220;0,00421;0,14037
