Entradas de Texto : Etiqueta do provete;"TRAÇÃO-NaOH-TABOA-T2-30DIAS_CP1"
Dimensão : Comprimento;190,00000;mm
Dimensão : Diâmetro;3,00000;mm
Teste : Taxa 1;30,00000;mm/min
Máximo Carga : Máximo Carga;37,69948;N
Máximo Carga : Esforço à tracçãoemMáximo Carga;5,33338;MPa
Máximo Carga : ExtensãoemMáximo Carga;9,80003;mm
Máximo Carga : Deformação à tracçãoemMáximo Carga;0,05158;mm/mm
Entradas de Texto : Comentário;""

Tempo;Extensão;Carga;Deformação à tracção;Esforço à tracção
(sec);(mm);(N);(mm/mm);(MPa)
0,00000;0,00000;-0,00328;0,00000;-0,00046
0,05000;0,01505;0,09506;0,00008;0,01345
0,10000;0,04511;0,07000;0,00024;0,00990
0,15000;0,07323;0,03743;0,00039;0,00530
0,20000;0,09937;0,07533;0,00052;0,01066
0,25000;0,12477;0,08315;0,00066;0,01176
0,30000;0,14995;0,09819;0,00079;0,01389
0,35000;0,17496;0,16458;0,00092;0,02328
0,40000;0,19998;0,17867;0,00105;0,02528
0,45000;0,22500;0,19809;0,00118;0,02802
0,50000;0,24996;0,19621;0,00132;0,02776
0,55000;0,27498;0,21687;0,00145;0,03068
0,60000;0,30000;0,25727;0,00158;0,03640
0,65000;0,32502;0,29172;0,00171;0,04127
0,70000;0,34998;0,28327;0,00184;0,04007
0,75000;0,37505;0,32335;0,00197;0,04574
0,80000;0,40002;0,33462;0,00211;0,04734
0,85000;0,42504;0,34026;0,00224;0,04814
0,90000;0,45000;0,36343;0,00237;0,05142
0,95000;0,47502;0,41072;0,00250;0,05811
1,00000;0,50009;0,42262;0,00263;0,05979
1,05000;0,52505;0,45425;0,00276;0,06426
1,10000;0,55007;0,47492;0,00290;0,06719
1,15000;0,57498;0,49183;0,00303;0,06958
1,20000;0,60000;0,52095;0,00316;0,07370
1,25000;0,62491;0,54476;0,00329;0,07707
1,30000;0,64998;0,55885;0,00342;0,07906
1,35000;0,67495;0,57952;0,00355;0,08198
1,40000;0,69996;0,62148;0,00368;0,08792
1,45000;0,72498;0,66595;0,00382;0,09421
1,50000;0,75000;0,68599;0,00395;0,09705
1,55000;0,77502;0,68912;0,00408;0,09749
1,60000;0,79998;0,70791;0,00421;0,10015
1,65000;0,82505;0,75175;0,00434;0,10635
1,70000;0,85002;0,75207;0,00447;0,10640
1,75000;0,87504;0,81439;0,00461;0,11521
1,80000;0,90005;0,82848;0,00474;0,11721
1,85000;0,92502;0,83380;0,00487;0,11796
1,90000;0,95004;0,88955;0,00500;0,12584
1,95000;0,97500;0,90927;0,00513;0,12864
2,00000;1,00002;0,96846;0,00526;0,13701
2,05000;1,02498;0,94654;0,00539;0,13391
2,10000;1,05000;1,01700;0,00553;0,14388
2,15000;1,07502;0,99289;0,00566;0,14047
2,20000;1,09998;1,06899;0,00579;0,15123
2,25000;1,12505;1,07181;0,00592;0,15163
2,30000;1,15002;1,12974;0,00605;0,15983
2,35000;1,17503;1,13600;0,00618;0,16071
2,40000;1,20000;1,14665;0,00632;0,16222
2,45000;1,22507;1,20834;0,00645;0,17095
2,50000;1,24998;1,24123;0,00658;0,17560
2,55000;1,27500;1,26910;0,00671;0,17954
2,60000;1,29996;1,30417;0,00684;0,18450
2,65000;1,32498;1,29415;0,00697;0,18308
2,70000;1,35000;1,33799;0,00711;0,18929
2,75000;1,37496;1,39624;0,00724;0,19753
2,80000;1,40003;1,42223;0,00737;0,20120
2,85000;1,42500;1,44760;0,00750;0,20479
2,90000;1,45002;1,49896;0,00763;0,21206
2,95000;1,47498;1,54092;0,00776;0,21800
3,00000;1,50000;1,58696;0,00789;0,22451
3,05000;1,52502;1,60449;0,00803;0,22699
3,10000;1,54998;1,63612;0,00816;0,23146
3,15000;1,57500;1,65335;0,00829;0,23390
3,20000;1,59996;1,72475;0,00842;0,24400
3,25000;1,62498;1,75481;0,00855;0,24825
3,30000;1,65000;1,77861;0,00868;0,25162
3,35000;1,67502;1,81274;0,00882;0,25645
3,40000;1,70003;1,81494;0,00895;0,25676
3,45000;1,72505;1,87506;0,00908;0,26527
3,50000;1,75002;1,93488;0,00921;0,27373
3,55000;1,77503;1,97183;0,00934;0,27896
3,60000;1,80005;2,03979;0,00947;0,28857
3,65000;1,82502;2,02413;0,00961;0,28636
