Tempo (dias),Comparação,Média1,Média2,p-valor,Cohen's d,p-corrigido,Significativo
30,T0 vs T1,10.277701112333334,21.181053333333335,0.1,-7.364440117484156,0.6000000000000001,Não
30,T0 vs T2,10.277701112333334,11.484646666666665,0.7,-0.6311788362051317,1.0,Não
30,T0 vs T3,10.277701112333334,28.903342220000003,0.1,-5.621817726375419,0.6000000000000001,Não
30,T1 vs T2,21.181053333333335,11.484646666666665,0.1,4.263648069588452,0.6000000000000001,Não
30,T1 vs T3,21.181053333333335,28.903342220000003,0.1,-2.1848844144382538,0.6000000000000001,Não
30,T2 vs T3,11.484646666666665,28.903342220000003,0.1,-4.662569361079591,0.6000000000000001,Não
