L/C Simulado,k Predito (dia^-1),VUF Estimada (dias)
0.3,0.01188779443577405,58.30746689848968
0.4,0.010667586752031586,64.976943396119
0.5,0.009572625748782149,72.40930532023872
0.6,0.008590055638290971,80.69181501807478
0.7,0.007708340198959738,89.92171630586407
0.8,0.006917127330122882,100.20737619523214
0.9,0.0062071275094461925,111.66955721549029
1.0,0.005570004725912604,124.44283527001464
