Entradas de Texto : Etiqueta do provete;"TRAÇÃO-NaOH-TABOA-TE-30DIAS_CP3"
Dimensão : Comprimento;190,00000;mm
Dimensão : Diâmetro;3,00000;mm
Teste : Taxa 1;30,00000;mm/min
Máximo Carga : Máximo Carga;66,28454;N
Máximo Carga : Esforço à tracçãoemMáximo Carga;9,37735;MPa
Máximo Carga : ExtensãoemMáximo Carga;4,64994;mm
Máximo Carga : Deformação à tracçãoemMáximo Carga;0,02447;mm/mm
Entradas de Texto : Comentário;""

Tempo;Extensão;Carga;Deformação à tracção;Esforço à tracção
(sec);(mm);(N);(mm/mm);(MPa)
0,00000;0,00000;0,01990;0,00000;0,00282
0,05000;0,01548;0,11510;0,00008;0,01628
0,10000;0,04532;0,02429;0,00024;0,00344
0,15000;0,07323;0,05278;0,00039;0,00747
0,20000;0,09932;0,09600;0,00052;0,01358
0,25000;0,12482;0,13546;0,00066;0,01916
0,30000;0,14989;0,15581;0,00079;0,02204
0,35000;0,17491;0,17586;0,00092;0,02488
0,40000;0,19993;0,24319;0,00105;0,03440
0,45000;0,22495;0,26667;0,00118;0,03773
0,50000;0,24996;0,29454;0,00132;0,04167
0,55000;0,27493;0,31741;0,00145;0,04490
0,60000;0,29995;0,31459;0,00158;0,04450
0,65000;0,32491;0,38254;0,00171;0,05412
0,70000;0,34998;0,40290;0,00184;0,05700
0,75000;0,37495;0,43421;0,00197;0,06143
0,80000;0,39996;0,44236;0,00211;0,06258
0,85000;0,42498;0,43735;0,00224;0,06187
0,90000;0,44995;0,50812;0,00237;0,07188
0,95000;0,47496;0,56042;0,00250;0,07928
1,00000;0,49993;0,58829;0,00263;0,08323
1,05000;0,52500;0,58516;0,00276;0,08278
1,10000;0,54996;0,63996;0,00289;0,09054
1,15000;0,57498;0,69570;0,00303;0,09842
1,20000;0,60000;0,74017;0,00316;0,10471
1,25000;0,62496;0,76648;0,00329;0,10843
1,30000;0,64998;0,78214;0,00342;0,11065
1,35000;0,67495;0,84571;0,00355;0,11964
1,40000;0,69996;0,87421;0,00368;0,12367
1,45000;0,72498;0,94185;0,00382;0,13324
1,50000;0,75000;0,96690;0,00395;0,13679
1,55000;0,77502;0,99697;0,00408;0,14104
1,60000;0,79998;1,05020;0,00421;0,14857
1,65000;0,82500;1,09561;0,00434;0,15500
1,70000;0,84996;1,16012;0,00447;0,16412
1,75000;0,87498;1,21085;0,00461;0,17130
1,80000;0,89995;1,25125;0,00474;0,17702
1,85000;0,92496;1,30793;0,00487;0,18503
1,90000;0,94993;1,33675;0,00500;0,18911
1,95000;0,97495;1,41159;0,00513;0,19970
2,00000;0,99996;1,45074;0,00526;0,20524
2,05000;1,02493;1,55314;0,00539;0,21972
2,10000;1,04995;1,63832;0,00553;0,23177
2,15000;1,07496;1,70127;0,00566;0,24068
2,20000;1,09993;1,75419;0,00579;0,24817
2,25000;1,12495;1,79615;0,00592;0,25410
2,30000;1,14996;1,88227;0,00605;0,26629
2,35000;1,17493;1,96557;0,00618;0,27807
2,40000;1,19995;2,06829;0,00632;0,29260
2,45000;1,22496;2,14188;0,00645;0,30301
2,50000;1,24998;2,22612;0,00658;0,31493
2,55000;1,27500;2,29189;0,00671;0,32424
2,60000;1,29996;2,38709;0,00684;0,33770
2,65000;1,32498;2,50014;0,00697;0,35370
2,70000;1,34995;2,62008;0,00710;0,37067
2,75000;1,37496;2,71873;0,00724;0,38462
2,80000;1,39998;2,81424;0,00737;0,39813
2,85000;1,42495;2,96111;0,00750;0,41891
2,90000;1,44996;3,08262;0,00763;0,43610
2,95000;1,47498;3,14838;0,00776;0,44541
3,00000;1,50000;3,31405;0,00789;0,46884
3,05000;1,52496;3,42616;0,00803;0,48470
3,10000;1,55003;3,57773;0,00816;0,50615
3,15000;1,57500;3,74339;0,00829;0,52958
3,20000;1,60002;3,90968;0,00842;0,55311
3,25000;1,62498;4,05874;0,00855;0,57419
3,30000;1,64995;4,22754;0,00868;0,59807
3,35000;1,67496;4,41512;0,00882;0,62461
3,40000;1,69993;4,60584;0,00895;0,65159
3,45000;1,72500;4,82067;0,00908;0,68198
3,50000;1,74996;4,97944;0,00921;0,70445
3,55000;1,77493;5,20679;0,00934;0,73661
3,60000;1,79995;5,40941;0,00947;0,76527
3,65000;1,82496;5,62956;0,00961;0,79642
3,70000;1,84998;5,87289;0,00974;0,83084
3,75000;1,87495;6,11340;0,00987;0,86487
3,80000;1,89996;6,38898;0,01000;0,90386
3,85000;1,92493;6,65673;0,01013;0,94173
3,90000;1,94995;6,90726;0,01026;0,97718
3,95000;1,97491;7,16687;0,01039;1,01390
4,00000;1,99993;7,47408;0,01053;1,05737
4,05000;2,02495;7,77942;0,01066;1,10056
4,10000;2,04996;8,07817;0,01079;1,14283
4,15000;2,07498;8,40950;0,01092;1,18970
4,20000;2,10000;8,76243;0,01105;1,23963
4,25000;2,12502;9,07402;0,01118;1,28371
4,30000;2,14998;9,42289;0,01132;1,33307
4,35000;2,17500;9,76204;0,01145;1,38105
4,40000;2,19996;10,11654;0,01158;1,43120
4,45000;2,22493;10,51895;0,01171;1,48813
4,50000;2,24995;10,89349;0,01184;1,54111
4,55000;2,27496;11,25770;0,01197;1,59264
4,60000;2,29998;11,70521;0,01211;1,65595
4,65000;2,32494;12,06315;0,01224;1,70659
4,70000;2,35002;12,51723;0,01237;1,77083
4,75000;2,37503;12,94783;0,01250;1,83174
4,80000;2,40005;13,40066;0,01263;1,89581
4,85000;2,42502;13,80965;0,01276;1,95367
4,90000;2,44998;14,28879;0,01289;2,02145
4,95000;2,47500;14,73254;0,01303;2,08423
5,00000;2,49996;15,20541;0,01316;2,15113
5,05000;2,52498;15,70177;0,01329;2,22135
5,10000;2,54994;16,16462;0,01342;2,28683
5,15000;2,57496;16,56140;0,01355;2,34296
5,20000;2,59993;16,97509;0,01368;2,40148
5,25000;2,62494;17,43199;0,01382;2,46612
5,30000;2,64996;17,90705;0,01395;2,53333
5,35000;2,67498;18,44569;0,01408;2,60953
5,40000;2,70000;18,96898;0,01421;2,68356
5,45000;2,72496;19,48445;0,01434;2,75649
5,50000;2,74998;19,74813;0,01447;2,79379
5,55000;2,77494;20,17278;0,01460;2,85386
5,60000;2,80002;20,65912;0,01474;2,92267
5,65000;2,82493;21,10976;0,01487;2,98642
5,70000;2,84994;21,57825;0,01500;3,05270
5,75000;2,87491;22,02732;0,01513;3,11623
5,80000;2,89993;22,48673;0,01526;3,18122
5,85000;2,92500;22,99248;0,01539;3,25277
5,90000;2,94996;23,14562;0,01553;3,27444
5,95000;2,97503;23,68363;0,01566;3,35055
6,00000;2,99994;24,25233;0,01579;3,43100
6,05000;3,02496;24,80756;0,01592;3,50955
6,10000;3,04993;25,34401;0,01605;3,58544
6,15000;3,07500;25,90864;0,01618;3,66532
6,20000;3,09996;26,44446;0,01632;3,74113
6,25000;3,12498;27,02945;0,01645;3,82388
6,30000;3,15000;27,62665;0,01658;3,90837
6,35000;3,17502;28,22322;0,01671;3,99277
6,40000;3,19998;28,87898;0,01684;4,08554
6,45000;3,22500;29,41855;0,01697;4,16187
6,50000;3,25002;29,93558;0,01711;4,23502
6,55000;3,27498;30,48988;0,01724;4,31344
6,60000;3,29994;31,09804;0,01737;4,39947
6,65000;3,32496;31,66486;0,01750;4,47966
6,70000;3,34993;32,25361;0,01763;4,56295
6,75000;3,37494;32,88494;0,01776;4,65227
6,80000;3,39996;33,50406;0,01789;4,73985
6,85000;3,42498;34,18800;0,01803;4,83661
6,90000;3,44994;34,86819;0,01816;4,93284
6,95000;3,47496;35,51299;0,01829;5,02406
7,00000;3,49993;36,20883;0,01842;5,12250
7,05000;3,52494;36,88558;0,01855;5,21824
7,10000;3,54996;37,45396;0,01868;5,29865
7,15000;3,57493;38,13384;0,01882;5,39483
7,20000;3,60000;38,84847;0,01895;5,49593
7,25000;3,62496;39,56154;0,01908;5,59681
7,30000;3,64998;40,24454;0,01921;5,69344
7,35000;3,67494;40,92567;0,01934;5,78980
7,40000;3,69996;41,52287;0,01947;5,87428
7,45000;3,72498;42,19585;0,01961;5,96949
7,50000;3,75000;42,84222;0,01974;6,06093
7,55000;3,77502;43,52741;0,01987;6,15787
7,60000;3,79998;44,25113;0,02000;6,26025
7,65000;3,82500;45,03873;0,02013;6,37168
7,70000;3,84996;45,78218;0,02026;6,47685
7,75000;3,87498;46,51247;0,02039;6,58017
7,80000;3,89994;47,32731;0,02053;6,69545
7,85000;3,92496;48,09299;0,02066;6,80377
7,90000;3,94998;48,82203;0,02079;6,90691
7,95000;3,97500;49,52195;0,02092;7,00592
8,00000;4,00002;50,31738;0,02105;7,11845
8,05000;4,02498;51,04297;0,02118;7,22110
8,10000;4,05005;49,53448;0,02132;7,00770
8,15000;4,07502;44,06950;0,02145;6,23456
8,20000;4,09998;45,52914;0,02158;6,44106
8,25000;4,12494;47,01791;0,02171;6,65167
8,30000;4,14991;48,40991;0,02184;6,84860
8,35000;4,17498;49,36944;0,02197;6,98435
8,40000;4,19994;48,95137;0,02210;6,92520
8,45000;4,22496;49,26109;0,02224;6,96902
8,50000;4,24998;50,45392;0,02237;7,13777
8,55000;4,27500;51,58412;0,02250;7,29766
8,60000;4,29996;52,68864;0,02263;7,45392
8,65000;4,32498;53,74994;0,02276;7,60406
8,70000;4,34994;54,79434;0,02289;7,75181
8,75000;4,37491;55,81493;0,02303;7,89620
8,80000;4,39998;56,86778;0,02316;8,04515
8,85000;4,42494;57,87428;0,02329;8,18754
8,90000;4,45001;58,90521;0,02342;8,33338
8,95000;4,47493;59,95148;0,02355;8,48140
9,00000;4,49994;60,92823;0,02368;8,61958
9,05000;4,52496;61,90028;0,02382;8,75710
9,10000;4,54993;62,86106;0,02395;8,89302
9,15000;4,57500;63,88259;0,02408;9,03754
9,20000;4,59996;64,89316;0,02421;9,18050
9,25000;4,62498;65,38733;0,02434;9,25042
9,30000;4,64994;66,28454;0,02447;9,37735
9,35000;4,67502;64,02727;0,02461;9,05801
9,40000;4,69998;61,85769;0,02474;8,75107
9,45000;4,72500;63,17203;0,02487;8,93701
9,50000;4,74996;6,83930;0,02500;0,96756
9,55000;4,77498;-0,80590;0,02513;-0,11401
9,60000;4,80000;0,79404;0,02526;0,11233
9,65000;4,82496;0,63057;0,02539;0,08921
9,70000;4,85003;0,64121;0,02553;0,09071
9,75000;4,87505;0,64591;0,02566;0,09138
9,80000;4,90007;0,68036;0,02579;0,09625
9,85000;4,92498;0,64685;0,02592;0,09151
9,90000;4,95000;0,64779;0,02605;0,09164
9,95000;4,97496;0,64654;0,02618;0,09147
10,00000;4,99993;0,62806;0,02632;0,08885
10,05000;5,02500;0,61867;0,02645;0,08752
10,10000;5,04996;0,62117;0,02658;0,08788
10,15000;5,07503;0,64998;0,02671;0,09195
10,20000;5,10000;0,62900;0,02684;0,08899
10,25000;5,12496;0,61867;0,02697;0,08752
10,30000;5,14993;0,65030;0,02710;0,09200
10,35000;5,17494;0,60739;0,02724;0,08593
10,40000;5,19996;0,60113;0,02737;0,08504
10,45000;5,22493;0,62086;0,02750;0,08783
10,50000;5,25000;0,62743;0,02763;0,08876
10,55000;5,27496;0,63464;0,02776;0,08978
10,60000;5,29998;0,64309;0,02789;0,09098
10,65000;5,32494;0,60050;0,02803;0,08495
10,70000;5,34996;0,62117;0,02816;0,08788
10,75000;5,37498;0,63182;0,02829;0,08938
10,80000;5,39994;0,60144;0,02842;0,08509
10,85000;5,42496;0,60489;0,02855;0,08557
10,90000;5,44993;0,62869;0,02868;0,08894
10,95000;5,47500;0,61240;0,02882;0,08664
11,00000;5,49996;0,63808;0,02895;0,09027
11,05000;5,52498;0,64215;0,02908;0,09085
11,10000;5,54994;0,61459;0,02921;0,08695
11,15000;5,57501;0,61522;0,02934;0,08704
11,20000;5,59998;0,59768;0,02947;0,08456
11,25000;5,62500;0,60332;0,02961;0,08535
11,30000;5,65001;0,61867;0,02974;0,08752
11,35000;5,67503;0,60489;0,02987;0,08557
11,40000;5,70005;0,61240;0,03000;0,08664
11,45000;5,72501;0,62305;0,03013;0,08814
11,49200;5,74601;0,60896;0,03024;0,08615
